id,Hours,Day,Pride,Love,Hope,Gratitude,Joy,Satisfaction,Awe,Amusement,Alertness,Anxiety,Disdain,Ofense,Guilt,Disgust,Fear,Embarassment,Sadness,Anger
191,20,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200,7,7,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
200,11,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
202,13,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
202,16,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
202,19,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
205,12,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
205,14,3,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1
205,15,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1
208,8,7,0,0,0,0,0,0,0,0,0, , , , , , , , , 
208,11,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
208,18,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
208,20,7,0,1,0,0,0,0,0,1,0, , , , , , , , , 
212,8,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
212,8,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
212,16,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
212,19,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
212,20,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
217,8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,11,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
217,12,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
220,15,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
220,16,3,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0
222,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
222,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
222,9,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
222,10,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222,11,5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
222,11,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
222,12,5,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1
222,12,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
222,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
222,16,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
222,17,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
222,18,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
222,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
222,20,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
222,20,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
237,9,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
237,11,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
237,12,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
237,12,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
237,16,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,20,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,8,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
243,10,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
243,10,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
243,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
243,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,19,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
250,8,2,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
250,10,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
250,11,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
250,13,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
254,10,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
254,14,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
256,9,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
256,10,7,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
258,14,2,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
258,23,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
260,8,7,0,0,0,0,0,0,0,0,0, , , , , , , , , 
260,10,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
260,16,6,0,0,0,0,0,0,0,0,0, , , , , , , , , 
260,18,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
264,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,8,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
264,9,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264,11,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
264,12,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
264,15,5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
264,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
271,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
271,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
271,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
275,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,19,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
277,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,8,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
277,11,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,11,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
277,12,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
277,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,14,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
277,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,16,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
277,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,17,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
277,18,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
277,19,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
277,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,20,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
277,20,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
277,20,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
277,23,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
300,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
300,8,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
300,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
300,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
300,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
300,19,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
300,19,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
300,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
310,10,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
310,15,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
310,16,7,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
310,17,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
314,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,12,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
316,11,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
316,21,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
318,9,5,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
318,10,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
318,10,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
318,10,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
318,11,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
318,14,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
318,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,14,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
318,15,6,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
318,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,17,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
