id,Hours,Day,Pride,Love,Hope,Gratitude,Joy,Satisfaction,Awe,Amusement,Alertness,Anxiety,Disdain,Ofense,Guilt,Disgust,Fear,Embarassment,Sadness,Anger
5619,19,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
5619,20,6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
5635,8,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5635,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5635,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5635,20,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5635,20,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5635,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5635,21,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5635,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5643,19,4,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
5643,20,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5645,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5645,9,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5645,13,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5645,15,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
5649,10,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5649,12,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5649,12,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5649,15,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5649,17,4,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
5649,17,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5649,19,2,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
5656,16,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
5656,17,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5656,20,1,0,0,0,0,0,0,0,0,1, , , , , , , , , 
5656,20,7,0,0,0,0,0,0,0,0,1, , , , , , , , , 
5660,11,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5660,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5662,10,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5662,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5662,15,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5662,16,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5662,16,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
5662,16,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5668,10,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5668,13,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
5670,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5670,12,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5670,14,7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5670,15,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5670,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5670,17,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5670,19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5677,9,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5677,14,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5679,4,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
5679,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5679,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5679,7,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
5679,9,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5679,11,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5679,13,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5679,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5679,18,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5679,19,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5679,19,5,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5679,20,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5679,20,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5692,9,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5692,20,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5694,7,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5694,13,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5696,8,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5696,9,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
5696,11,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5696,20,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
5700,12,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5700,19,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
5702,7,5,0,0,0,0,0,0,0,0,1, , , , , , , , , 
5702,9,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5702,12,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
5702,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5706,9,2,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
5706,10,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5706,11,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
5706,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5706,15,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
5706,16,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
5706,18,3,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0
5706,21,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5706,21,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5706,21,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
5706,21,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5706,21,7,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
5718,8,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5718,9,7,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
5718,14,6,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
5718,14,6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
5718,15,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5718,19,5,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
5718,22,5,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5725,11,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5725,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5725,18,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5725,18,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
5725,19,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
5725,19,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5731,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5731,9,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5731,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5734,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5734,18,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5736,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5736,11,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5736,17,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5736,17,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5736,18,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5736,20,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5736,21,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5743,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5743,6,5,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5743,10,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5743,14,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5743,16,7,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5743,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5743,18,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5750,20,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5750,20,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5752,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5752,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5752,11,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5752,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5752,15,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5752,16,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5758,9,7,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
5758,20,5,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
5760,10,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5760,16,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
5760,16,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
5763,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5763,14,6,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
5765,7,3,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
5765,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5767,10,6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0
5767,15,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
5769,12,5,0,0,0,0,0,0,0,0,0, , , , , , , , , 
5769,17,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5771,11,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5771,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
5773,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5773,6,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1
5773,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5773,12,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5773,15,5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5773,15,6,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
5773,19,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
5780,7,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5780,13,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5782,6,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5782,8,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5782,9,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5782,12,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5782,13,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
5782,13,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5782,13,7,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5782,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5782,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5791,6,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5791,6,4,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
5791,6,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
5791,6,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5791,6,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5791,6,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5791,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5791,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,7,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5791,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,7,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,7,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5791,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,7,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5791,8,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5791,8,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,8,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5791,8,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,8,5,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
5791,8,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,8,6,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5791,8,7,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
5791,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,9,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,9,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5791,9,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,10,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,10,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5791,10,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5791,10,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,10,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,10,5,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5791,10,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
5791,10,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5791,10,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5791,10,7,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5791,11,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,11,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5791,11,6,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5791,12,3,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
5791,12,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,12,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5791,12,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5791,12,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5791,13,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5791,13,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5791,13,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,13,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5791,14,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5791,14,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5791,14,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5791,15,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,15,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,15,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5791,15,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5791,16,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,17,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
5791,17,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5791,17,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,18,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5791,18,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5791,19,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,19,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,19,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5791,19,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,20,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5791,20,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,21,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,22,4,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5865,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5865,13,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5865,14,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5865,15,7,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
5869,8,3,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
5869,11,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
5869,12,3,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
5869,14,7,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
5869,17,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
5869,19,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5869,19,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
5876,17,5,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5876,19,5,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
5878,14,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5878,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5880,4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5880,23,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5882,13,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5882,13,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5882,20,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5885,7,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5885,7,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5885,10,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5885,13,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5885,14,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5885,19,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5891,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5891,19,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
5893,13,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
5893,16,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5893,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5896,15,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5896,16,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5898,7,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
5898,13,7,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
5898,16,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5898,19,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
5902,7,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5902,9,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5902,9,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5902,10,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5902,10,5,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5902,11,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
5902,12,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5902,17,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5902,19,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5911,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5911,21,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
5913,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5913,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5915,8,6,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
5915,8,7,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5915,12,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5915,15,4,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
5919,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5919,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5919,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5919,17,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5919,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5919,19,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5919,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5926,9,7,0,0,1,0,0,0,0,1,0, , , , , , , , , 
5926,10,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5926,18,4,0,0,0,0,1,0,0,0,0, , , , , , , , , 
5929,7,4,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
5929,7,5,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
5929,8,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
5929,19,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
5933,6,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5933,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,11,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
5933,12,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5933,14,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5933,14,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5933,18,7,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
5933,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5941,7,6,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
5941,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5941,8,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5941,8,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5941,9,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
5941,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5941,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5941,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5941,15,7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
5941,16,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5941,17,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5941,17,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
5941,19,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5941,20,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5941,21,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5956,5,4,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0
