"id","gender","age","attnpassed","state","response"
49,2,30,0,"Hope",59
49,2,30,0,"Love",68
49,2,30,0,"Pride",39
50,1,33,1,"Anger",100
50,1,33,1,"Sadness",85
50,1,33,1,"Embarrassment",51
50,1,33,1,"Fear",84
50,1,33,1,"Disgust",67
50,1,33,1,"Guilt",71
50,1,33,1,"Offense",74
50,1,33,1,"Contempt",100
50,1,33,1,"Anxiety",100
50,1,33,1,"Alertness",100
50,1,33,1,"Amusement",32
50,1,33,1,"Awe",0
50,1,33,1,"Satisfaction",0
50,1,33,1,"Joy",0
50,1,33,1,"Gratitude",0
50,1,33,1,"Hope",0
50,1,33,1,"Love",0
50,1,33,1,"Pride",0
51,2,63,1,"Anger",43
51,2,63,1,"Sadness",26
51,2,63,1,"Embarrassment",18
51,2,63,1,"Fear",3
51,2,63,1,"Disgust",24
51,2,63,1,"Guilt",22
51,2,63,1,"Offense",9
51,2,63,1,"Contempt",7
51,2,63,1,"Anxiety",42
51,2,63,1,"Alertness",100
51,2,63,1,"Amusement",69
51,2,63,1,"Awe",85
51,2,63,1,"Satisfaction",85
51,2,63,1,"Joy",85
51,2,63,1,"Gratitude",84
51,2,63,1,"Hope",84
51,2,63,1,"Love",84
51,2,63,1,"Pride",84
52,2,33,1,"Anger",54
52,2,33,1,"Sadness",46
52,2,33,1,"Embarrassment",50
52,2,33,1,"Fear",55
52,2,33,1,"Disgust",50
52,2,33,1,"Guilt",35
52,2,33,1,"Offense",8
52,2,33,1,"Contempt",33
52,2,33,1,"Anxiety",36
52,2,33,1,"Alertness",82
52,2,33,1,"Amusement",66
52,2,33,1,"Awe",50
52,2,33,1,"Satisfaction",84
52,2,33,1,"Joy",66
52,2,33,1,"Gratitude",70
52,2,33,1,"Hope",84
52,2,33,1,"Love",82
52,2,33,1,"Pride",52
53,1,29,0,"Anger",50
53,1,29,0,"Sadness",50
53,1,29,0,"Embarrassment",15
53,1,29,0,"Fear",14
53,1,29,0,"Disgust",0
53,1,29,0,"Guilt",15
53,1,29,0,"Offense",0
53,1,29,0,"Contempt",1
53,1,29,0,"Anxiety",49
53,1,29,0,"Alertness",68
53,1,29,0,"Amusement",70
53,1,29,0,"Awe",17
53,1,29,0,"Satisfaction",31
53,1,29,0,"Joy",50
53,1,29,0,"Gratitude",13
53,1,29,0,"Hope",51
53,1,29,0,"Love",84
53,1,29,0,"Pride",15
54,1,34,1,"Anger",29
54,1,34,1,"Sadness",31
54,1,34,1,"Embarrassment",29
54,1,34,1,"Fear",17
54,1,34,1,"Disgust",24
54,1,34,1,"Guilt",25
54,1,34,1,"Offense",30
54,1,34,1,"Contempt",15
54,1,34,1,"Anxiety",21
54,1,34,1,"Alertness",82
54,1,34,1,"Amusement",92
54,1,34,1,"Awe",22
54,1,34,1,"Satisfaction",79
54,1,34,1,"Joy",83
54,1,34,1,"Gratitude",72
54,1,34,1,"Hope",96
54,1,34,1,"Love",94
54,1,34,1,"Pride",32
55,1,27,0,"Anger",50
55,1,27,0,"Sadness",32
55,1,27,0,"Embarrassment",68
55,1,27,0,"Fear",60
55,1,27,0,"Disgust",32
55,1,27,0,"Guilt",38
55,1,27,0,"Offense",25
55,1,27,0,"Contempt",61
55,1,27,0,"Anxiety",59
55,1,27,0,"Alertness",68
55,1,27,0,"Amusement",73
55,1,27,0,"Awe",61
55,1,27,0,"Satisfaction",65
55,1,27,0,"Joy",39
55,1,27,0,"Gratitude",67
55,1,27,0,"Hope",67
55,1,27,0,"Love",83
55,1,27,0,"Pride",77
56,2,30,0,"Anger",49
56,2,30,0,"Sadness",67
56,2,30,0,"Embarrassment",32
56,2,30,0,"Fear",51
56,2,30,0,"Disgust",50
56,2,30,0,"Guilt",48
56,2,30,0,"Offense",65
56,2,30,0,"Contempt",15
56,2,30,0,"Anxiety",67
56,2,30,0,"Alertness",83
56,2,30,0,"Amusement",84
56,2,30,0,"Awe",14
56,2,30,0,"Satisfaction",68
56,2,30,0,"Joy",50
56,2,30,0,"Gratitude",68
56,2,30,0,"Hope",66
56,2,30,0,"Love",71
56,2,30,0,"Pride",66
57,1,20,1,"Anger",14
57,1,20,1,"Sadness",14
57,1,20,1,"Embarrassment",13
57,1,20,1,"Fear",13
57,1,20,1,"Disgust",14
57,1,20,1,"Guilt",0
57,1,20,1,"Offense",14
57,1,20,1,"Contempt",65
57,1,20,1,"Anxiety",25
57,1,20,1,"Alertness",27
57,1,20,1,"Amusement",65
57,1,20,1,"Awe",50
57,1,20,1,"Satisfaction",66
57,1,20,1,"Joy",69
57,1,20,1,"Gratitude",66
57,1,20,1,"Hope",68
57,1,20,1,"Love",76
57,1,20,1,"Pride",33
58,2,69,1,"Anger",16
58,2,69,1,"Sadness",68
58,2,69,1,"Embarrassment",18
58,2,69,1,"Fear",31
58,2,69,1,"Disgust",33
58,2,69,1,"Guilt",15
58,2,69,1,"Offense",2
58,2,69,1,"Contempt",31
58,2,69,1,"Anxiety",34
58,2,69,1,"Alertness",71
58,2,69,1,"Amusement",17
58,2,69,1,"Awe",7
58,2,69,1,"Satisfaction",34
58,2,69,1,"Joy",2
58,2,69,1,"Gratitude",12
58,2,69,1,"Hope",8
58,2,69,1,"Love",3
58,2,69,1,"Pride",17
59,2,48,1,"Anger",26
59,2,48,1,"Sadness",4
59,2,48,1,"Embarrassment",24
59,2,48,1,"Fear",5
59,2,48,1,"Disgust",32
59,2,48,1,"Guilt",26
59,2,48,1,"Offense",3
59,2,48,1,"Contempt",15
59,2,48,1,"Anxiety",3
59,2,48,1,"Alertness",98
59,2,48,1,"Amusement",77
59,2,48,1,"Awe",82
59,2,48,1,"Satisfaction",94
59,2,48,1,"Joy",100
59,2,48,1,"Gratitude",69
59,2,48,1,"Hope",87
59,2,48,1,"Love",26
59,2,48,1,"Pride",83
60,1,32,0,"Anger",70
60,1,32,0,"Sadness",50
60,1,32,0,"Embarrassment",50
60,1,32,0,"Fear",51
60,1,32,0,"Disgust",68
60,1,32,0,"Guilt",68
60,1,32,0,"Offense",69
60,1,32,0,"Contempt",68
60,1,32,0,"Anxiety",66
60,1,32,0,"Alertness",84
60,1,32,0,"Amusement",85
60,1,32,0,"Awe",34
60,1,32,0,"Satisfaction",86
60,1,32,0,"Joy",67
60,1,32,0,"Gratitude",69
60,1,32,0,"Hope",85
60,1,32,0,"Love",52
60,1,32,0,"Pride",85
61,2,52,1,"Anger",43
61,2,52,1,"Sadness",48
61,2,52,1,"Embarrassment",30
61,2,52,1,"Fear",47
61,2,52,1,"Disgust",28
61,2,52,1,"Guilt",48
61,2,52,1,"Offense",28
61,2,52,1,"Contempt",27
61,2,52,1,"Anxiety",37
61,2,52,1,"Alertness",83
61,2,52,1,"Amusement",70
61,2,52,1,"Awe",33
61,2,52,1,"Satisfaction",85
61,2,52,1,"Joy",77
61,2,52,1,"Gratitude",85
61,2,52,1,"Hope",83
61,2,52,1,"Love",87
61,2,52,1,"Pride",52
62,1,26,0,"Anger",84
62,1,26,0,"Sadness",50
62,1,26,0,"Embarrassment",62
62,1,26,0,"Fear",45
62,1,26,0,"Disgust",63
62,1,26,0,"Guilt",25
62,1,26,0,"Offense",72
62,1,26,0,"Contempt",57
62,1,26,0,"Anxiety",33
62,1,26,0,"Alertness",28
62,1,26,0,"Amusement",32
62,1,26,0,"Awe",60
62,1,26,0,"Satisfaction",32
62,1,26,0,"Joy",43
62,1,26,0,"Gratitude",79
62,1,26,0,"Hope",65
62,1,26,0,"Love",35
62,1,26,0,"Pride",73
63,2,27,0,"Anger",15
63,2,27,0,"Sadness",33
63,2,27,0,"Embarrassment",28
63,2,27,0,"Fear",28
63,2,27,0,"Disgust",13
63,2,27,0,"Guilt",31
63,2,27,0,"Offense",30
63,2,27,0,"Contempt",14
63,2,27,0,"Anxiety",12
63,2,27,0,"Alertness",66
63,2,27,0,"Amusement",85
63,2,27,0,"Awe",66
63,2,27,0,"Satisfaction",49
63,2,27,0,"Joy",82
63,2,27,0,"Gratitude",53
63,2,27,0,"Hope",49
63,2,27,0,"Love",67
63,2,27,0,"Pride",30
64,1,24,0,"Anger",8
64,1,24,0,"Sadness",48
64,1,24,0,"Embarrassment",7
64,1,24,0,"Fear",4
64,1,24,0,"Disgust",50
64,1,24,0,"Guilt",50
64,1,24,0,"Offense",42
64,1,24,0,"Contempt",50
64,1,24,0,"Anxiety",48
64,1,24,0,"Alertness",50
64,1,24,0,"Amusement",13
64,1,24,0,"Awe",50
64,1,24,0,"Satisfaction",50
64,1,24,0,"Joy",7
64,1,24,0,"Gratitude",50
64,1,24,0,"Hope",50
64,1,24,0,"Love",7
64,1,24,0,"Pride",50
65,1,22,0,"Anger",29
65,1,22,0,"Sadness",34
65,1,22,0,"Embarrassment",50
65,1,22,0,"Fear",49
65,1,22,0,"Disgust",30
65,1,22,0,"Guilt",32
65,1,22,0,"Offense",1
65,1,22,0,"Contempt",50
65,1,22,0,"Anxiety",69
65,1,22,0,"Alertness",82
65,1,22,0,"Amusement",86
65,1,22,0,"Awe",50
65,1,22,0,"Satisfaction",66
65,1,22,0,"Joy",85
65,1,22,0,"Gratitude",70
65,1,22,0,"Hope",69
65,1,22,0,"Love",50
65,1,22,0,"Pride",50
66,1,53,0,"Anger",50
66,1,53,0,"Sadness",80
66,1,53,0,"Embarrassment",70
66,1,53,0,"Fear",50
66,1,53,0,"Disgust",35
66,1,53,0,"Guilt",60
66,1,53,0,"Offense",50
66,1,53,0,"Contempt",45
66,1,53,0,"Anxiety",84
66,1,53,0,"Alertness",82
66,1,53,0,"Amusement",80
66,1,53,0,"Awe",35
66,1,53,0,"Satisfaction",69
66,1,53,0,"Joy",64
66,1,53,0,"Gratitude",77
66,1,53,0,"Hope",68
66,1,53,0,"Love",78
66,1,53,0,"Pride",69
67,2,41,1,"Anger",31
67,2,41,1,"Sadness",50
67,2,41,1,"Embarrassment",32
67,2,41,1,"Fear",29
67,2,41,1,"Disgust",49
67,2,41,1,"Guilt",30
67,2,41,1,"Offense",34
67,2,41,1,"Contempt",32
67,2,41,1,"Anxiety",32
67,2,41,1,"Alertness",85
67,2,41,1,"Amusement",71
67,2,41,1,"Awe",31
67,2,41,1,"Satisfaction",86
67,2,41,1,"Joy",86
67,2,41,1,"Gratitude",67
67,2,41,1,"Hope",86
67,2,41,1,"Love",85
67,2,41,1,"Pride",50
68,2,37,0,"Anger",66
68,2,37,0,"Sadness",44
68,2,37,0,"Embarrassment",27
68,2,37,0,"Fear",48
68,2,37,0,"Disgust",42
68,2,37,0,"Guilt",37
68,2,37,0,"Offense",47
68,2,37,0,"Contempt",34
68,2,37,0,"Anxiety",67
68,2,37,0,"Alertness",86
68,2,37,0,"Amusement",66
68,2,37,0,"Awe",33
68,2,37,0,"Satisfaction",67
68,2,37,0,"Joy",71
68,2,37,0,"Gratitude",75
68,2,37,0,"Hope",69
68,2,37,0,"Love",100
68,2,37,0,"Pride",62
69,2,57,0,"Anger",26
69,2,57,0,"Sadness",50
69,2,57,0,"Embarrassment",17
69,2,57,0,"Fear",30
69,2,57,0,"Disgust",33
69,2,57,0,"Guilt",30
69,2,57,0,"Offense",29
69,2,57,0,"Contempt",16
69,2,57,0,"Anxiety",50
69,2,57,0,"Alertness",67
69,2,57,0,"Amusement",69
69,2,57,0,"Awe",84
69,2,57,0,"Satisfaction",72
69,2,57,0,"Joy",71
69,2,57,0,"Gratitude",100
69,2,57,0,"Hope",85
69,2,57,0,"Love",87
69,2,57,0,"Pride",74
70,2,43,0,"Anger",59
70,2,43,0,"Sadness",55
70,2,43,0,"Embarrassment",36
70,2,43,0,"Fear",45
70,2,43,0,"Disgust",53
70,2,43,0,"Guilt",41
70,2,43,0,"Offense",25
70,2,43,0,"Contempt",28
70,2,43,0,"Anxiety",67
70,2,43,0,"Alertness",97
70,2,43,0,"Amusement",85
70,2,43,0,"Awe",84
70,2,43,0,"Satisfaction",85
70,2,43,0,"Joy",83
70,2,43,0,"Gratitude",86
70,2,43,0,"Hope",89
70,2,43,0,"Love",98
70,2,43,0,"Pride",76
71,1,30,1,"Anger",16
71,1,30,1,"Sadness",16
71,1,30,1,"Embarrassment",14
71,1,30,1,"Fear",16
71,1,30,1,"Disgust",15
71,1,30,1,"Guilt",16
71,1,30,1,"Offense",15
71,1,30,1,"Contempt",15
71,1,30,1,"Anxiety",34
71,1,30,1,"Alertness",85
71,1,30,1,"Amusement",84
71,1,30,1,"Awe",34
71,1,30,1,"Satisfaction",67
71,1,30,1,"Joy",69
71,1,30,1,"Gratitude",50
71,1,30,1,"Hope",84
71,1,30,1,"Love",50
71,1,30,1,"Pride",50
72,1,25,1,"Anger",34
72,1,25,1,"Sadness",84
72,1,25,1,"Embarrassment",50
72,1,25,1,"Fear",33
72,1,25,1,"Disgust",50
72,1,25,1,"Guilt",33
72,1,25,1,"Offense",33
72,1,25,1,"Contempt",67
72,1,25,1,"Anxiety",85
72,1,25,1,"Alertness",67
72,1,25,1,"Amusement",85
72,1,25,1,"Awe",32
72,1,25,1,"Satisfaction",85
72,1,25,1,"Joy",68
72,1,25,1,"Gratitude",67
72,1,25,1,"Hope",85
72,1,25,1,"Love",65
72,1,25,1,"Pride",66
73,2,33,0,"Anger",1
73,2,33,0,"Sadness",23
73,2,33,0,"Embarrassment",11
73,2,33,0,"Fear",1
73,2,33,0,"Disgust",10
73,2,33,0,"Guilt",11
73,2,33,0,"Offense",3
73,2,33,0,"Contempt",3
73,2,33,0,"Anxiety",1
73,2,33,0,"Alertness",99
73,2,33,0,"Amusement",51
73,2,33,0,"Awe",16
73,2,33,0,"Satisfaction",85
73,2,33,0,"Joy",80
73,2,33,0,"Gratitude",84
73,2,33,0,"Hope",100
73,2,33,0,"Love",100
73,2,33,0,"Pride",29
74,2,28,1,"Anger",50
74,2,28,1,"Sadness",68
74,2,28,1,"Embarrassment",33
74,2,28,1,"Fear",32
74,2,28,1,"Disgust",52
74,2,28,1,"Guilt",67
74,2,28,1,"Offense",43
74,2,28,1,"Contempt",37
74,2,28,1,"Anxiety",50
74,2,28,1,"Alertness",85
74,2,28,1,"Amusement",85
74,2,28,1,"Awe",66
74,2,28,1,"Satisfaction",82
74,2,28,1,"Joy",84
74,2,28,1,"Gratitude",85
74,2,28,1,"Hope",85
74,2,28,1,"Love",85
74,2,28,1,"Pride",85
75,2,39,0,"Anger",68
75,2,39,0,"Sadness",84
75,2,39,0,"Embarrassment",65
75,2,39,0,"Fear",84
75,2,39,0,"Disgust",27
75,2,39,0,"Guilt",35
75,2,39,0,"Offense",33
75,2,39,0,"Contempt",50
75,2,39,0,"Anxiety",98
75,2,39,0,"Alertness",78
75,2,39,0,"Amusement",31
75,2,39,0,"Awe",63
75,2,39,0,"Satisfaction",63
75,2,39,0,"Joy",65
75,2,39,0,"Gratitude",65
75,2,39,0,"Hope",64
75,2,39,0,"Love",85
75,2,39,0,"Pride",50
76,1,33,1,"Anger",32
76,1,33,1,"Sadness",32
76,1,33,1,"Embarrassment",16
76,1,33,1,"Fear",31
76,1,33,1,"Disgust",15
76,1,33,1,"Guilt",29
76,1,33,1,"Offense",41
76,1,33,1,"Contempt",79
76,1,33,1,"Anxiety",32
76,1,33,1,"Alertness",93
76,1,33,1,"Amusement",85
76,1,33,1,"Awe",66
76,1,33,1,"Satisfaction",85
76,1,33,1,"Joy",72
76,1,33,1,"Gratitude",85
76,1,33,1,"Hope",66
76,1,33,1,"Love",77
76,1,33,1,"Pride",69
77,1,31,1,"Anger",29
77,1,31,1,"Sadness",44
77,1,31,1,"Embarrassment",72
77,1,31,1,"Fear",73
77,1,31,1,"Disgust",38
77,1,31,1,"Guilt",58
77,1,31,1,"Offense",23
77,1,31,1,"Contempt",28
77,1,31,1,"Anxiety",6
77,1,31,1,"Alertness",18
77,1,31,1,"Amusement",70
77,1,31,1,"Awe",78
77,1,31,1,"Satisfaction",30
77,1,31,1,"Joy",77
77,1,31,1,"Gratitude",33
77,1,31,1,"Hope",70
77,1,31,1,"Love",36
77,1,31,1,"Pride",75
78,2,29,0,"Anger",35
78,2,29,0,"Sadness",15
78,2,29,0,"Embarrassment",23
78,2,29,0,"Fear",17
78,2,29,0,"Disgust",32
78,2,29,0,"Guilt",14
78,2,29,0,"Offense",21
78,2,29,0,"Contempt",14
78,2,29,0,"Anxiety",32
78,2,29,0,"Alertness",70
78,2,29,0,"Amusement",68
78,2,29,0,"Awe",19
78,2,29,0,"Satisfaction",50
78,2,29,0,"Joy",65
78,2,29,0,"Gratitude",64
78,2,29,0,"Hope",50
78,2,29,0,"Love",66
78,2,29,0,"Pride",32
79,2,40,0,"Anger",32
79,2,40,0,"Sadness",32
79,2,40,0,"Embarrassment",49
79,2,40,0,"Fear",20
79,2,40,0,"Disgust",64
79,2,40,0,"Guilt",49
79,2,40,0,"Offense",0
79,2,40,0,"Contempt",85
79,2,40,0,"Anxiety",2
79,2,40,0,"Alertness",100
79,2,40,0,"Amusement",68
79,2,40,0,"Awe",67
79,2,40,0,"Satisfaction",82
79,2,40,0,"Joy",85
79,2,40,0,"Gratitude",100
79,2,40,0,"Hope",30
79,2,40,0,"Love",100
79,2,40,0,"Pride",0
80,2,31,0,"Anger",31
80,2,31,0,"Sadness",48
80,2,31,0,"Embarrassment",50
80,2,31,0,"Fear",31
80,2,31,0,"Disgust",31
80,2,31,0,"Guilt",49
80,2,31,0,"Offense",31
80,2,31,0,"Contempt",31
80,2,31,0,"Anxiety",68
80,2,31,0,"Alertness",100
80,2,31,0,"Amusement",85
80,2,31,0,"Awe",30
80,2,31,0,"Satisfaction",85
80,2,31,0,"Joy",100
80,2,31,0,"Gratitude",100
80,2,31,0,"Hope",100
80,2,31,0,"Love",100
80,2,31,0,"Pride",68
81,1,23,1,"Anger",66
81,1,23,1,"Sadness",68
81,1,23,1,"Embarrassment",49
81,1,23,1,"Fear",50
81,1,23,1,"Disgust",50
81,1,23,1,"Guilt",50
81,1,23,1,"Offense",50
81,1,23,1,"Contempt",50
81,1,23,1,"Anxiety",84
81,1,23,1,"Alertness",87
81,1,23,1,"Amusement",70
81,1,23,1,"Awe",32
81,1,23,1,"Satisfaction",67
81,1,23,1,"Joy",69
81,1,23,1,"Gratitude",69
81,1,23,1,"Hope",50
81,1,23,1,"Love",85
81,1,23,1,"Pride",32
82,1,27,1,"Anger",50
82,1,27,1,"Sadness",67
82,1,27,1,"Embarrassment",16
82,1,27,1,"Fear",0
82,1,27,1,"Disgust",0
82,1,27,1,"Guilt",32
82,1,27,1,"Offense",0
82,1,27,1,"Contempt",15
82,1,27,1,"Anxiety",0
82,1,27,1,"Alertness",32
82,1,27,1,"Amusement",32
82,1,27,1,"Awe",50
82,1,27,1,"Satisfaction",34
82,1,27,1,"Joy",51
82,1,27,1,"Gratitude",34
82,1,27,1,"Hope",100
82,1,27,1,"Love",100
82,1,27,1,"Pride",15
83,1,58,0,"Anger",33
83,1,58,0,"Sadness",84
83,1,58,0,"Embarrassment",31
83,1,58,0,"Fear",49
83,1,58,0,"Disgust",29
83,1,58,0,"Guilt",31
83,1,58,0,"Offense",47
83,1,58,0,"Contempt",50
83,1,58,0,"Anxiety",67
83,1,58,0,"Alertness",100
83,1,58,0,"Amusement",67
83,1,58,0,"Awe",49
83,1,58,0,"Satisfaction",67
83,1,58,0,"Joy",83
83,1,58,0,"Gratitude",83
83,1,58,0,"Hope",66
83,1,58,0,"Love",84
83,1,58,0,"Pride",50
84,2,54,0,"Anger",72
84,2,54,0,"Sadness",26
84,2,54,0,"Embarrassment",50
84,2,54,0,"Fear",14
84,2,54,0,"Disgust",28
84,2,54,0,"Guilt",84
84,2,54,0,"Offense",50
84,2,54,0,"Contempt",33
84,2,54,0,"Anxiety",28
84,2,54,0,"Alertness",84
84,2,54,0,"Amusement",84
84,2,54,0,"Awe",67
84,2,54,0,"Satisfaction",84
84,2,54,0,"Joy",85
84,2,54,0,"Gratitude",84
84,2,54,0,"Hope",85
84,2,54,0,"Love",84
84,2,54,0,"Pride",72
85,2,30,1,"Anger",49
85,2,30,1,"Sadness",68
85,2,30,1,"Embarrassment",100
85,2,30,1,"Fear",51
85,2,30,1,"Disgust",33
85,2,30,1,"Guilt",50
85,2,30,1,"Offense",14
85,2,30,1,"Contempt",18
85,2,30,1,"Anxiety",99
85,2,30,1,"Alertness",16
85,2,30,1,"Amusement",66
85,2,30,1,"Awe",0
85,2,30,1,"Satisfaction",1
85,2,30,1,"Joy",85
85,2,30,1,"Gratitude",15
85,2,30,1,"Hope",1
85,2,30,1,"Love",50
85,2,30,1,"Pride",0
86,1,43,1,"Anger",48
86,1,43,1,"Sadness",48
86,1,43,1,"Embarrassment",48
86,1,43,1,"Fear",85
86,1,43,1,"Disgust",30
86,1,43,1,"Guilt",46
86,1,43,1,"Offense",45
86,1,43,1,"Contempt",28
86,1,43,1,"Anxiety",92
86,1,43,1,"Alertness",94
86,1,43,1,"Amusement",85
86,1,43,1,"Awe",67
86,1,43,1,"Satisfaction",86
86,1,43,1,"Joy",85
86,1,43,1,"Gratitude",93
86,1,43,1,"Hope",66
86,1,43,1,"Love",100
86,1,43,1,"Pride",57
87,1,55,1,"Anger",49
87,1,55,1,"Sadness",50
87,1,55,1,"Embarrassment",49
87,1,55,1,"Fear",50
87,1,55,1,"Disgust",48
87,1,55,1,"Guilt",50
87,1,55,1,"Offense",49
87,1,55,1,"Contempt",50
87,1,55,1,"Anxiety",50
87,1,55,1,"Alertness",50
87,1,55,1,"Amusement",50
87,1,55,1,"Awe",50
87,1,55,1,"Satisfaction",50
87,1,55,1,"Joy",50
87,1,55,1,"Gratitude",48
87,1,55,1,"Hope",50
87,1,55,1,"Love",50
87,1,55,1,"Pride",49
88,2,25,1,"Anger",69
88,2,25,1,"Sadness",71
88,2,25,1,"Embarrassment",38
88,2,25,1,"Fear",35
88,2,25,1,"Disgust",69
88,2,25,1,"Guilt",4
88,2,25,1,"Offense",51
88,2,25,1,"Contempt",50
88,2,25,1,"Anxiety",72
88,2,25,1,"Alertness",87
88,2,25,1,"Amusement",70
88,2,25,1,"Awe",86
88,2,25,1,"Satisfaction",85
88,2,25,1,"Joy",85
88,2,25,1,"Gratitude",82
88,2,25,1,"Hope",83
88,2,25,1,"Love",84
88,2,25,1,"Pride",86
89,2,26,1,"Anger",30
89,2,26,1,"Sadness",50
89,2,26,1,"Embarrassment",5
89,2,26,1,"Fear",3
89,2,26,1,"Disgust",7
89,2,26,1,"Guilt",12
89,2,26,1,"Offense",50
89,2,26,1,"Contempt",32
89,2,26,1,"Anxiety",14
89,2,26,1,"Alertness",85
89,2,26,1,"Amusement",69
89,2,26,1,"Awe",70
89,2,26,1,"Satisfaction",69
89,2,26,1,"Joy",70
89,2,26,1,"Gratitude",85
89,2,26,1,"Hope",84
89,2,26,1,"Love",85
89,2,26,1,"Pride",16
90,2,20,1,"Anger",76
90,2,20,1,"Sadness",64
90,2,20,1,"Embarrassment",63
90,2,20,1,"Fear",64
90,2,20,1,"Disgust",66
90,2,20,1,"Guilt",54
90,2,20,1,"Offense",76
90,2,20,1,"Contempt",59
90,2,20,1,"Anxiety",84
90,2,20,1,"Alertness",85
90,2,20,1,"Amusement",100
90,2,20,1,"Awe",42
90,2,20,1,"Satisfaction",83
90,2,20,1,"Joy",77
90,2,20,1,"Gratitude",83
90,2,20,1,"Hope",82
90,2,20,1,"Love",92
90,2,20,1,"Pride",83
91,1,26,0,"Anger",50
91,1,26,0,"Sadness",67
91,1,26,0,"Embarrassment",50
91,1,26,0,"Fear",50
91,1,26,0,"Disgust",50
91,1,26,0,"Guilt",65
91,1,26,0,"Offense",49
91,1,26,0,"Contempt",57
91,1,26,0,"Anxiety",67
91,1,26,0,"Alertness",68
91,1,26,0,"Amusement",32
91,1,26,0,"Awe",15
91,1,26,0,"Satisfaction",30
91,1,26,0,"Joy",34
91,1,26,0,"Gratitude",17
91,1,26,0,"Hope",84
91,1,26,0,"Love",15
91,1,26,0,"Pride",50
92,1,37,0,"Anger",50
92,1,37,0,"Sadness",30
92,1,37,0,"Embarrassment",30
92,1,37,0,"Fear",25
92,1,37,0,"Disgust",50
92,1,37,0,"Guilt",43
92,1,37,0,"Offense",35
92,1,37,0,"Contempt",19
92,1,37,0,"Anxiety",57
92,1,37,0,"Alertness",75
92,1,37,0,"Amusement",76
92,1,37,0,"Awe",42
92,1,37,0,"Satisfaction",86
92,1,37,0,"Joy",78
92,1,37,0,"Gratitude",93
92,1,37,0,"Hope",84
92,1,37,0,"Love",92
92,1,37,0,"Pride",68
93,2,41,1,"Anger",65
93,2,41,1,"Sadness",70
93,2,41,1,"Embarrassment",50
93,2,41,1,"Fear",70
93,2,41,1,"Disgust",65
93,2,41,1,"Guilt",65
93,2,41,1,"Offense",50
93,2,41,1,"Contempt",50
93,2,41,1,"Anxiety",71
93,2,41,1,"Alertness",62
93,2,41,1,"Amusement",62
93,2,41,1,"Awe",34
93,2,41,1,"Satisfaction",50
93,2,41,1,"Joy",50
93,2,41,1,"Gratitude",50
93,2,41,1,"Hope",48
93,2,41,1,"Love",100
93,2,41,1,"Pride",50
94,2,24,1,"Anger",55
94,2,24,1,"Sadness",71
94,2,24,1,"Embarrassment",50
94,2,24,1,"Fear",58
94,2,24,1,"Disgust",46
94,2,24,1,"Guilt",67
94,2,24,1,"Offense",46
94,2,24,1,"Contempt",54
94,2,24,1,"Anxiety",92
94,2,24,1,"Alertness",91
94,2,24,1,"Amusement",94
94,2,24,1,"Awe",80
94,2,24,1,"Satisfaction",87
94,2,24,1,"Joy",92
94,2,24,1,"Gratitude",63
94,2,24,1,"Hope",75
94,2,24,1,"Love",90
94,2,24,1,"Pride",82
95,2,33,1,"Anger",66
95,2,33,1,"Sadness",68
95,2,33,1,"Embarrassment",50
95,2,33,1,"Fear",65
95,2,33,1,"Disgust",65
95,2,33,1,"Guilt",65
95,2,33,1,"Offense",31
95,2,33,1,"Contempt",30
95,2,33,1,"Anxiety",83
95,2,33,1,"Alertness",82
95,2,33,1,"Amusement",83
95,2,33,1,"Awe",65
95,2,33,1,"Satisfaction",50
95,2,33,1,"Joy",65
95,2,33,1,"Gratitude",83
95,2,33,1,"Hope",50
95,2,33,1,"Love",82
95,2,33,1,"Pride",63
96,2,26,1,"Anger",50
96,2,26,1,"Sadness",68
96,2,26,1,"Embarrassment",35
96,2,26,1,"Fear",51
96,2,26,1,"Disgust",33
96,2,26,1,"Guilt",24
96,2,26,1,"Offense",50
96,2,26,1,"Contempt",33
96,2,26,1,"Anxiety",69
96,2,26,1,"Alertness",85
96,2,26,1,"Amusement",85
96,2,26,1,"Awe",16
96,2,26,1,"Satisfaction",68
96,2,26,1,"Joy",85
96,2,26,1,"Gratitude",68
96,2,26,1,"Hope",51
96,2,26,1,"Love",84
96,2,26,1,"Pride",50
97,2,23,0,"Anger",33
97,2,23,0,"Sadness",17
97,2,23,0,"Embarrassment",33
97,2,23,0,"Fear",0
97,2,23,0,"Disgust",33
97,2,23,0,"Guilt",17
97,2,23,0,"Offense",32
97,2,23,0,"Contempt",15
97,2,23,0,"Anxiety",50
97,2,23,0,"Alertness",98
97,2,23,0,"Amusement",99
97,2,23,0,"Awe",85
97,2,23,0,"Satisfaction",85
97,2,23,0,"Joy",100
97,2,23,0,"Gratitude",85
97,2,23,0,"Hope",100
97,2,23,0,"Love",100
97,2,23,0,"Pride",99
98,1,51,0,"Anger",85
98,1,51,0,"Sadness",64
98,1,51,0,"Embarrassment",49
98,1,51,0,"Fear",50
98,1,51,0,"Disgust",67
98,1,51,0,"Guilt",68
98,1,51,0,"Offense",70
98,1,51,0,"Contempt",85
98,1,51,0,"Anxiety",69
98,1,51,0,"Alertness",71
98,1,51,0,"Amusement",66
98,1,51,0,"Awe",28
98,1,51,0,"Satisfaction",67
98,1,51,0,"Joy",65
98,1,51,0,"Gratitude",50
98,1,51,0,"Hope",66
